hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID,total_guests,total_stay,lead_time_group,Revenue,guest_type,is_loyal,has_changes,is_waiting,season,high_intent,price_per_person
"The Ritz-Carlton, Berlin Berlin, Germany",1,185,2019,August,34,26,2,5,3,0.0,0,FB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,5.0,0,Transient,251.0,0,0,Canceled,2019-03-06,71249,3.0,7,long_term,1757.0,family/group,no,1,0,peak,0,83.66666666666667
"Renaissance New York Times Square Hotel New York, NY",1,257,2018,December,53,25,2,5,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,78.81,0,2,Canceled,2018-11-30,71250,2.0,7,long_term,551.6700000000001,couple,no,0,0,holiday,1,39.405
"Berlin Marriott Hotel Berlin, Germany",0,14,2018,January,5,28,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,80.0,0,0,Check-Out,2018-01-29,71251,1.0,1,short_term,80.0,solo,no,0,0,normal,0,80.0
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",1,40,2018,March,10,5,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,81.9,0,0,Canceled,2018-02-18,71252,2.0,5,medium_term,409.5,couple,no,0,0,normal,0,40.95
"Indianapolis Airport Courtyard Indianapolis, IN",0,20,2018,May,23,29,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,121.25,0,1,Check-Out,2018-06-04,71253,2.0,6,short_term,727.5,couple,no,0,0,normal,0,60.625
"Baltimore BWI Airport Courtyard Linthicum, MD",1,79,2017,November,46,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,60.0,69,Transient,75.0,0,0,Canceled,2017-11-03,71254,2.0,2,medium_term,150.0,couple,no,0,1,normal,0,37.5
"W New York – Union Square New York, NY",0,18,2018,April,17,20,0,3,2,1.0,0,BB,KOR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,0,Transient,167.74,0,2,Check-Out,2018-04-23,71255,3.0,3,short_term,503.22,family/group,no,0,0,normal,1,55.913333333333334
"Turtle Beach, Barbados Barbados",1,161,2018,March,13,25,1,2,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,Non Refund,12.0,101,Transient,130.0,0,0,Canceled,2018-02-10,71256,3.0,3,long_term,390.0,family/group,no,1,1,normal,0,43.333333333333336
"Indianapolis Airport Courtyard Indianapolis, IN",0,0,2018,November,47,15,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,41.0,1,0,Check-Out,2018-11-16,71257,1.0,1,last_minute,41.0,solo,no,0,0,normal,0,41.0
"Sheraton Diana Majestic, Milan Milan, Italy",1,52,2019,March,11,13,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,56.0,0,Transient,80.0,0,0,Canceled,2019-01-20,71258,1.0,2,medium_term,160.0,solo,no,0,0,normal,0,80.0
"W Barcelona Barcelona, Spain",0,31,2018,February,9,22,1,2,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,0,Transient,102.9,0,1,Check-Out,2018-02-25,71259,3.0,3,medium_term,308.70000000000005,family/group,no,0,0,normal,0,34.300000000000004
"Sheraton Diana Majestic, Milan Milan, Italy",0,177,2018,July,28,9,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,96.0,0,1,Check-Out,2018-07-11,71260,2.0,2,long_term,192.0,couple,no,0,0,peak,0,48.0
"Orlando Airport Courtyard Orlando, FL",1,30,2019,April,15,9,2,0,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,149.0,0,0,Canceled,2019-04-01,71261,2.0,2,short_term,298.0,couple,no,0,0,normal,0,74.5
"Courtyard by Marriott Paris Gare de Lyon Paris, France",0,51,2018,June,23,2,0,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,123.11,0,1,Check-Out,2018-06-04,71262,3.0,2,medium_term,246.22,family/group,no,0,0,peak,0,41.03666666666667
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,24,2017,November,47,21,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,14.0,0,Transient-Party,32.0,0,0,Check-Out,2017-11-22,71263,2.0,1,short_term,32.0,couple,no,0,0,normal,0,16.0
"Baltimore BWI Airport Courtyard Linthicum, MD",1,587,2019,February,7,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2017-10-21,71264,2.0,2,long_term,124.0,couple,no,0,0,normal,0,31.0
"Waves, Barbados Barbados",0,43,2019,January,4,28,2,3,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,0,Transient,68.0,0,1,Check-Out,2019-02-02,71265,2.0,5,medium_term,340.0,couple,no,0,0,normal,0,34.0
"Treasure Beach, Barbados Barbados",1,37,2018,October,42,13,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,0,Transient-Party,95.0,0,0,Canceled,2018-09-06,71266,1.0,3,medium_term,285.0,solo,no,0,0,normal,0,95.0
"Chicago O'Hare Courtyard Des Plaines, IL",0,7,2019,March,9,2,0,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,14.0,0,Transient-Party,37.0,0,0,Check-Out,2019-03-05,71267,2.0,3,last_minute,111.0,couple,no,1,0,normal,0,18.5
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",0,17,2017,October,42,16,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,20.0,17,Transient-Party,48.0,0,0,Check-Out,2017-10-18,71268,2.0,2,short_term,96.0,couple,no,0,1,normal,0,24.0
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",0,23,2019,February,5,2,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,0,Transient,72.08,0,0,Check-Out,2019-02-07,71269,2.0,5,short_term,360.4,couple,no,0,0,normal,0,36.04
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",0,5,2018,June,24,7,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,146.0,0,1,Check-Out,2018-06-09,71270,2.0,2,last_minute,292.0,couple,no,0,0,peak,0,73.0
"Renaissance New York Times Square Hotel New York, NY",0,10,2019,May,20,14,2,0,1,0.0,0,SC,FRA,Direct,Direct,0,0,0,A,D,3,No Deposit,14.0,0,Transient,101.37,0,2,Check-Out,2019-05-16,71271,1.0,2,short_term,202.74,solo,no,1,0,normal,1,101.37
"W London – Leicester Square London, United Kingdom",0,235,2018,June,26,24,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,61,Transient-Party,65.0,0,1,Check-Out,2018-06-26,71272,2.0,2,long_term,130.0,couple,no,0,1,peak,0,32.5
"Fort Worth University Drive Courtyard Fort Worth, TX",1,4,2018,June,24,10,2,4,2,1.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,145.25,0,0,Canceled,2018-06-06,71273,3.0,6,last_minute,871.5,family/group,no,0,0,peak,0,48.416666666666664
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,45,2019,April,16,19,0,1,2,1.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,144.0,0,0,Canceled,2019-03-05,71274,3.0,1,medium_term,144.0,family/group,no,0,0,normal,0,48.0
"Las Vegas Marriott Las Vegas, NV ",0,123,2018,October,43,21,2,3,2,0.0,0,BB,SWE,Groups,Corporate,0,0,0,E,E,3,No Deposit,14.0,0,Transient-Party,75.0,1,0,Check-Out,2018-10-26,71275,2.0,5,long_term,375.0,couple,no,1,0,normal,0,37.5
"W Barcelona Barcelona, Spain",1,437,2018,May,19,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,60.0,0,0,Canceled,2018-03-14,71276,2.0,3,long_term,180.0,couple,no,0,0,normal,0,30.0
"Frankfurt Marriott Hotel Frankfurt, Germany",0,1,2018,May,20,14,2,1,2,2.0,0,BB,LTU,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,145.0,1,0,Check-Out,2018-05-17,71277,4.0,3,last_minute,435.0,family/group,no,0,0,normal,0,36.25
"Des Moines West/Clive Courtyard Clive, IA",0,142,2017,July,31,29,2,7,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0,Contract,96.3,0,1,Check-Out,2017-08-07,71278,2.0,9,long_term,866.6999999999999,couple,no,0,0,peak,0,48.15
"Waves, Barbados Barbados",0,89,2018,April,15,7,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,63.49,0,1,Check-Out,2018-04-11,71279,2.0,4,medium_term,253.96,couple,no,0,0,normal,0,31.745
"San Diego Sorrento Valley Courtyard San Diego, CA",0,10,2018,February,7,12,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,61.0,1,0,Check-Out,2018-02-15,71280,2.0,3,short_term,183.0,couple,no,0,0,normal,0,30.5
"Tamarind, Barbados Barbados",1,87,2017,September,39,25,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,170.0,0,0,Canceled,2017-09-09,71281,2.0,5,medium_term,850.0,couple,no,0,0,normal,0,85.0
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",0,254,2017,September,37,12,2,2,2,0.0,0,BB,CN,Groups,TA/TO,0,0,0,A,C,0,No Deposit,15.0,0,Transient-Party,36.0,0,0,Check-Out,2017-09-16,71282,2.0,4,long_term,144.0,couple,no,0,0,normal,0,18.0
"W New York – Times Square New York, NY",1,304,2017,August,34,17,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Contract,62.0,0,0,Canceled,2017-01-01,71283,2.0,2,long_term,124.0,couple,no,0,0,peak,0,31.0
"Protea Hotel Fire & Ice! by Marriott Cape Town Cape Town, South Africa",0,24,2017,October,43,19,1,4,3,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,28.0,0,Group,105.0,0,0,Check-Out,2017-10-24,71284,3.0,5,short_term,525.0,family/group,no,1,0,normal,0,35.0
"Renaissance New York Times Square Hotel New York, NY",0,96,2017,August,34,17,1,5,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,146.0,1,3,Check-Out,2017-08-23,71285,2.0,6,long_term,876.0,couple,no,0,0,peak,1,73.0
"Sacramento Airport Natomas Courtyard Sacramento, CA",1,454,2018,October,41,6,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2017-10-21,71286,2.0,2,long_term,124.0,couple,no,0,0,normal,0,31.0
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,0,2018,June,24,6,1,0,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,89.0,0,Transient,96.12,0,0,Check-Out,2018-06-07,71287,2.0,1,last_minute,96.12,couple,no,0,0,peak,0,48.06
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,1,2019,April,14,4,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,45.0,0,0,Check-Out,2019-04-05,71288,1.0,1,last_minute,45.0,solo,no,0,0,normal,0,45.0
"The St. Regis Osaka Osaka, Japan",1,212,2018,August,34,14,4,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,140.0,0,2,Canceled,2018-01-21,71289,2.0,14,long_term,1960.0,couple,no,0,0,peak,1,70.0
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,0,2018,September,40,30,0,1,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,136.0,1,1,Check-Out,2018-10-01,71290,1.0,1,last_minute,136.0,solo,no,0,0,normal,0,136.0
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",0,183,2018,October,44,28,2,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,123.3,0,0,Check-Out,2018-11-01,71291,3.0,4,long_term,493.2,family/group,no,0,0,normal,0,41.1
"Sheraton Lima Hotel & Convention Center Lima, Peru",1,213,2018,June,24,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,62,Transient,130.0,0,0,Canceled,2018-01-08,71292,2.0,3,long_term,390.0,couple,no,0,1,peak,0,65.0
"Turtle Beach, Barbados Barbados",0,134,2019,August,31,2,2,6,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,3,No Deposit,40.0,0,Contract,141.55,0,0,Check-Out,2019-08-10,71293,3.0,8,long_term,1132.4,family/group,no,1,0,peak,0,47.18333333333334
"Newark Liberty International Airport Courtyard Newark, NJ",1,433,2018,September,38,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2017-10-21,71294,2.0,2,long_term,124.0,couple,no,0,0,normal,0,31.0
"Louisville East Courtyard Louisville, KY",1,148,2017,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,14.0,0,Transient,47.0,0,0,Canceled,2017-06-26,71295,2.0,1,long_term,47.0,couple,no,0,0,normal,0,23.5
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,46,2019,August,32,12,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,261.0,0,Transient,212.0,0,0,Canceled,2019-07-12,71296,2.0,7,medium_term,1484.0,couple,no,0,0,peak,0,106.0
"Courtyard by Marriott Toulouse Airport Toulouse, France",1,28,2019,May,20,17,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,190.0,0,1,Canceled,2019-04-28,71297,2.0,2,short_term,380.0,couple,no,0,0,normal,0,95.0
"Turtle Beach, Barbados Barbados",0,2,2018,February,6,6,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,81.0,0,1,Check-Out,2018-02-07,71298,2.0,1,last_minute,81.0,couple,no,0,0,normal,0,40.5
"Turtle Beach, Barbados Barbados",0,13,2018,January,3,16,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,97.0,0,1,Check-Out,2018-01-17,71299,2.0,1,short_term,97.0,couple,no,0,0,normal,0,48.5
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",1,0,2018,April,17,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,58.5,0,0,Canceled,2018-04-20,71300,1.0,1,last_minute,58.5,solo,no,0,0,normal,0,58.5
"Courtyard by Marriott Paris Gare de Lyon Paris, France",1,151,2018,August,34,20,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0,Transient,194.5,0,0,Canceled,2018-03-24,71301,2.0,2,long_term,389.0,couple,no,0,0,peak,0,97.25
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,5,2017,December,53,27,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,52.0,1,0,Check-Out,2017-12-28,71302,1.0,1,last_minute,52.0,solo,no,0,0,holiday,0,52.0
"Chicago O'Hare Courtyard Des Plaines, IL",0,6,2019,January,4,26,0,1,1,0.0,0,BB,PRT,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,0,Transient,98.0,0,0,Check-Out,2019-01-27,71303,1.0,1,last_minute,98.0,solo,no,0,0,normal,0,98.0
"The Ritz-Carlton, Berlin Berlin, Germany",1,325,2017,September,37,7,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Contract,62.0,0,0,Canceled,2017-01-01,71304,2.0,2,long_term,124.0,couple,no,0,0,normal,0,31.0
"Turtle Beach, Barbados Barbados",0,74,2017,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,109.0,0,0,Check-Out,2017-09-20,71305,2.0,2,medium_term,218.0,couple,no,0,0,normal,0,54.5
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,217,2019,August,31,5,2,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,255.0,1,3,Check-Out,2019-08-09,71306,3.0,4,long_term,1020.0,family/group,no,1,0,peak,1,85.0
"The House, Barbados Barbados",1,3,2019,April,14,3,1,3,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,126.0,0,0,Canceled,2019-03-31,71307,1.0,4,last_minute,504.0,solo,no,0,0,normal,0,126.0
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,4,2018,February,10,28,2,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,0,Transient,80.2,0,0,Check-Out,2018-03-05,71308,2.0,6,last_minute,481.20000000000005,couple,no,0,0,normal,0,40.1
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",1,227,2018,October,44,29,2,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,77.35,0,0,Canceled,2018-04-18,71309,2.0,5,long_term,386.75,couple,no,0,0,normal,0,38.675
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",0,81,2019,February,5,2,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient-Party,42.0,0,1,Check-Out,2019-02-05,71310,2.0,3,medium_term,126.0,couple,no,0,0,normal,0,21.0
"Protea Hotel Fire & Ice! by Marriott Cape Town Cape Town, South Africa",0,67,2018,December,49,2,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,75.0,0,0,Check-Out,2018-12-05,71311,2.0,3,medium_term,225.0,couple,no,0,0,holiday,0,37.5
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",1,198,2018,May,21,20,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,1,No Deposit,1.0,98,Transient-Party,65.0,0,0,Canceled,2018-03-22,71312,2.0,1,long_term,65.0,couple,no,1,1,normal,0,32.5
"Chicago O'Hare Courtyard Des Plaines, IL",0,47,2019,August,31,3,2,3,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,126.0,0,0,Check-Out,2019-08-08,71313,2.0,5,medium_term,630.0,couple,no,0,0,peak,0,63.0
"Turtle Beach, Barbados Barbados",0,16,2019,January,3,18,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,1,No Deposit,14.0,0,Transient,35.0,0,0,Check-Out,2019-01-19,71314,1.0,1,short_term,35.0,solo,yes,1,0,normal,0,35.0
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",0,207,2019,April,18,30,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,99.0,0,3,Check-Out,2019-05-07,71315,2.0,7,long_term,693.0,couple,no,0,0,normal,1,49.5
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",0,16,2019,May,21,26,0,1,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,160.0,0,2,Check-Out,2019-05-27,71316,2.0,1,short_term,160.0,couple,no,0,0,normal,1,80.0
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",0,59,2018,February,6,6,2,2,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Check-Out,2018-02-10,71317,2.0,4,medium_term,248.0,couple,no,0,0,normal,0,31.0
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",1,342,2017,September,39,24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Transient,170.0,0,0,Canceled,2017-08-21,71318,2.0,6,long_term,1020.0,couple,no,0,0,normal,0,85.0
"Newark Liberty International Airport Courtyard Newark, NJ",0,116,2019,March,12,24,0,2,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient-Party,90.0,0,0,Check-Out,2019-03-26,71319,1.0,2,long_term,180.0,solo,no,0,0,normal,0,90.0
"Protea Hotel by Marriott Midrand Midrand, South Africa",1,2,2019,June,22,3,1,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,120.0,0,1,Canceled,2019-06-02,71320,2.0,2,last_minute,240.0,couple,no,0,0,peak,0,60.0
"Renaissance New York Times Square Hotel New York, NY",1,180,2017,October,42,16,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,0,Transient,70.0,0,0,Canceled,2017-08-31,71321,2.0,1,long_term,70.0,couple,no,0,0,normal,0,35.0
"W Barcelona Barcelona, Spain",0,13,2019,May,21,22,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,125.4,0,1,Check-Out,2019-05-23,71322,1.0,1,short_term,125.4,solo,no,0,0,normal,0,125.4
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,55,2019,May,18,6,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,100.8,0,0,Canceled,2019-04-27,71323,2.0,1,medium_term,100.8,couple,no,0,0,normal,0,50.4
"Sheraton Grand Rio Hotel & Resort Rio de Janeiro, Brazil",1,78,2018,November,48,21,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,93.6,0,0,Canceled,2018-09-04,71324,2.0,3,medium_term,280.79999999999995,couple,no,0,0,normal,0,46.8
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,51,2017,July,31,26,2,5,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,119.81,0,2,Check-Out,2017-08-02,71325,3.0,7,medium_term,838.6700000000001,family/group,no,0,0,peak,1,39.93666666666667
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,0,2019,February,5,2,0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,K,1,No Deposit,9.0,0,Transient,0.0,0,1,Check-Out,2019-02-02,71326,1.0,0,last_minute,0.0,solo,yes,1,0,normal,0,0.0
"W New York – Times Square New York, NY",0,206,2018,May,20,14,4,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,0,Transient,59.93,0,0,Check-Out,2018-05-24,71327,2.0,10,long_term,599.3,couple,no,0,0,normal,0,29.965
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,132,2018,June,24,6,2,5,2,0.0,1,BB,GBR,Direct,Direct,0,0,0,E,F,1,No Deposit,250.0,0,Transient,100.44,0,2,Check-Out,2018-06-13,71328,3.0,7,long_term,703.0799999999999,family/group,no,1,0,peak,1,33.48
"Courtyard Las Vegas Convention Center Las Vegas, NV ",1,344,2018,June,25,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2017-10-21,71329,2.0,2,long_term,124.0,couple,no,0,0,peak,0,31.0
"Sheraton Diana Majestic, Milan Milan, Italy",0,4,2019,March,10,6,1,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,55.0,0,0,Check-Out,2019-03-08,71330,1.0,2,last_minute,110.0,solo,no,0,0,normal,0,55.0
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,2,2018,November,48,25,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,95.0,0,0,Check-Out,2018-11-27,71331,2.0,2,last_minute,190.0,couple,no,0,0,normal,0,47.5
"Sheraton Grand Rio Hotel & Resort Rio de Janeiro, Brazil",0,8,2018,March,13,23,0,1,2,0.0,1,BB,ESP,Direct,Direct,0,0,0,A,C,2,No Deposit,250.0,0,Transient,51.0,0,1,Check-Out,2018-03-24,71332,3.0,1,short_term,51.0,family/group,no,1,0,normal,0,17.0
"Mt. Laurel Courtyard Mt. Laurel, NJ",1,85,2018,April,15,7,0,3,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,67.0,0,Transient-Party,64.0,0,0,Canceled,2018-01-18,71333,2.0,3,medium_term,192.0,couple,no,0,0,normal,0,32.0
"Newark Liberty International Airport Courtyard Newark, NJ",1,462,2019,May,21,25,0,3,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,14.0,0,Transient,78.0,0,0,Canceled,2018-06-07,71334,2.0,3,long_term,234.0,couple,no,0,0,normal,0,39.0
"W London – Leicester Square London, United Kingdom",0,26,2018,June,25,17,0,1,2,0.0,0,BB,COL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,119.85,0,1,Check-Out,2018-06-18,71335,2.0,1,short_term,119.85,couple,no,0,0,peak,0,59.925
"Protea Hotel Fire & Ice! by Marriott Cape Town Cape Town, South Africa",0,26,2018,May,23,31,2,7,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,0,Transient,162.33,0,0,Check-Out,2018-06-09,71336,2.0,9,short_term,1460.97,couple,no,1,0,normal,0,81.165
